"Posição","Nome","Localidade","2003","Unidade","Multiplicador"
"3.2","Limite superior","Jardim","0.47","",""
"3.2","Limite superior","Jati","0.48","",""
"3.2","Limite superior","Jijoca de Jericoacoara","0.45","",""
"3.2","Limite superior","Juazeiro do Norte","0.48","",""
"3.2","Limite superior","Jucás","0.44","",""
"3.2","Limite superior","Lavras da Mangabeira","0.46","",""
"3.2","Limite superior","Limoeiro do Norte","0.46","",""
"3.2","Limite superior","Madalena","0.45","",""
"3.2","Limite superior","Maracanaú","0.41","",""
"3.2","Limite superior","Maranguape","0.43","",""
"3.2","Limite superior","Marco","0.46","",""
"3.2","Limite superior","Martinópole","0.41","",""
"3.2","Limite superior","Massapê","0.43","",""
"3.2","Limite superior","Mauriti","0.45","",""
"3.2","Limite superior","Meruoca","0.43","",""
"3.2","Limite superior","Milagres","0.44","",""
"3.2","Limite superior","Milhã","0.45","",""
"3.2","Limite superior","Miraíma","0.43","",""
"3.2","Limite superior","Missão Velha","0.47","",""
"3.2","Limite superior","Mombaça","0.48","",""
"3.2","Limite superior","Monsenhor Tabosa","0.44","",""
"3.2","Limite superior","Morada Nova","0.44","",""
"3.2","Limite superior","Moraújo","0.46","",""
"3.2","Limite superior","Morrinhos","0.45","",""
"3.2","Limite superior","Mucambo","0.46","",""
"3.2","Limite superior","Mulungu","0.42","",""
"3.2","Limite superior","Nova Olinda","0.46","",""
"3.2","Limite superior","Nova Russas","0.45","",""
"3.2","Limite superior","Novo Oriente","0.45","",""
"3.2","Limite superior","Ocara","0.44","",""
"3.2","Limite superior","Orós","0.43","",""
"3.2","Limite superior","Pacajus","0.44","",""
"3.2","Limite superior","Pacatuba","0.41","",""
"3.2","Limite superior","Pacoti","0.43","",""
"3.2","Limite superior","Pacujá","0.44","",""
"3.2","Limite superior","Palhano","0.45","",""
"3.2","Limite superior","Palmácia","0.45","",""
"3.2","Limite superior","Paracuru","0.42","",""
"3.2","Limite superior","Paraipaba","0.43","",""
"3.2","Limite superior","Parambu","0.43","",""
"3.2","Limite superior","Paramoti","0.46","",""
"3.2","Limite superior","Pedra Branca","0.46","",""
"3.2","Limite superior","Penaforte","0.45","",""
"3.2","Limite superior","Pentecoste","0.43","",""
"3.2","Limite superior","Pereiro","0.47","",""
"3.2","Limite superior","Pindoretama","0.41","",""
"3.2","Limite superior","Piquet Carneiro","0.47","",""
"3.2","Limite superior","Pires Ferreira","0.42","",""
"3.2","Limite superior","Poranga","0.45","",""
"3.2","Limite superior","Porteiras","0.45","",""
"3.2","Limite superior","Potengi","0.46","",""
"3.2","Limite superior","Potiretama","0.44","",""
"3.2","Limite superior","Quiterianópolis","0.42","",""
"3.2","Limite superior","Quixadá","0.46","",""
"3.2","Limite superior","Quixelô","0.46","",""
"3.2","Limite superior","Quixeramobim","0.49","",""
"3.2","Limite superior","Quixeré","0.42","",""
"3.2","Limite superior","Redenção","0.42","",""
"3.2","Limite superior","Reriutaba","0.47","",""
"3.2","Limite superior","Russas","0.43","",""
"3.2","Limite superior","Saboeiro","0.47","",""
"3.2","Limite superior","Salitre","0.42","",""
"3.2","Limite superior","Santana do Acaraú","0.45","",""
"3.2","Limite superior","Santana do Cariri","0.51","",""
"3.2","Limite superior","Santa Quitéria","0.45","",""
"3.2","Limite superior","São Benedito","0.46","",""
"3.2","Limite superior","São Gonçalo do Amarante","0.42","",""
"3.2","Limite superior","São João do Jaguaribe","0.44","",""
"3.2","Limite superior","São Luís do Curu","0.43","",""
"3.2","Limite superior","Senador Pompeu","0.48","",""
"3.2","Limite superior","Senador Sá","0.45","",""
"3.2","Limite superior","Sobral","0.49","",""
"3.2","Limite superior","Solonópole","0.46","",""
"3.2","Limite superior","Tabuleiro do Norte","0.44","",""
"3.2","Limite superior","Tamboril","0.43","",""
"3.2","Limite superior","Tarrafas","0.41","",""
"3.2","Limite superior","Tauá","0.48","",""
"3.2","Limite superior","Tejuçuoca","0.45","",""
"3.2","Limite superior","Tianguá","0.44","",""
"3.2","Limite superior","Trairi","0.43","",""
"3.2","Limite superior","Tururu","0.43","",""
"3.2","Limite superior","Ubajara","0.45","",""
"3.2","Limite superior","Umari","0.45","",""
"3.2","Limite superior","Umirim","0.43","",""
"3.2","Limite superior","Uruburetama","0.42","",""
"3.2","Limite superior","Uruoca","0.45","",""
"3.2","Limite superior","Varjota","0.46","",""
"3.2","Limite superior","Várzea Alegre","0.46","",""
"3.2","Limite superior","Viçosa do Ceará","0.45","",""


Fonte: IBGE, Censo Demográfico 2000
Fonte: Pesquisa de Orçamentos Familiares - POF  2002/2003
